Id,Time,Machine,Component,Parameter,Value
13345,01-08-2022 16:00,Articulated_Truck_1,Drive,Pedal Sensor,24.9
13346,01-08-2022 16:10,Dozer_1,Drive,Brake Control,2.79
13347,01-08-2022 16:20,Articulated_Truck_1,Drive,Pedal Sensor,6.83
13348,01-08-2022 16:30,Backhoe_Loader_1,Drive,Pedal Sensor,26.09
13349,01-08-2022 16:40,Dozer_1,Misc,Exhaust Gas Temparature,690.69
13350,01-08-2022 16:50,Articulated_Truck_1,Fuel,Pressure,33.34
13351,01-08-2022 17:00,Backhoe_Loader_1,Engine,Oil Pressure,108.09
13352,01-08-2022 17:10,Articulated_Truck_1,Misc,Hydraulic Pump Rate,184.73
13353,01-08-2022 17:20,Excavator_1,Fuel,Temparature,98.72
13354,01-08-2022 17:30,Articulated_Truck_1,Drive,Pedal Sensor,26.72
13355,01-08-2022 17:40,Backhoe_Loader_1,Fuel,Pressure,49.42
13356,01-08-2022 17:50,Excavator_1,Misc,System Voltage,66.97
13357,01-08-2022 18:00,Dozer_1,Drive,Pedal Sensor,10.61
13358,01-08-2022 18:10,Excavator_1,Engine,Speed,5909.16
13359,01-08-2022 18:20,Articulated_Truck_1,Engine,Temparature,162.13
13360,01-08-2022 18:30,Articulated_Truck_1,Drive,Brake Control,1.29
13361,01-08-2022 18:40,Articulated_Truck_1,Engine,Speed,456.08
13362,01-08-2022 18:50,Excavator_1,Engine,Oil Pressure,93.63
13363,01-08-2022 19:00,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,341.98
13364,01-08-2022 19:10,Excavator_1,Drive,Brake Control,1.74
13365,01-08-2022 19:20,Excavator_1,Drive,Transmission Pressure,279.14
13366,01-08-2022 19:30,Dozer_1,Engine,Temparature,279.85
13367,01-08-2022 19:40,Articulated_Truck_1,Fuel,Level,2.03
13368,01-08-2022 19:50,Excavator_1,Drive,Brake Control,0.1
13369,01-08-2022 20:00,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,1314.36
13370,01-08-2022 20:10,Excavator_1,Fuel,Water in Fuel,1370.67
13371,01-08-2022 20:20,Articulated_Truck_1,Fuel,Temparature,47.0
13372,01-08-2022 20:30,Backhoe_Loader_1,Engine,Oil Pressure,66.27
13373,01-08-2022 20:40,Dozer_1,Misc,Exhaust Gas Temparature,790.06
13374,01-08-2022 20:50,Backhoe_Loader_1,Drive,Pedal Sensor,25.59
13375,01-08-2022 21:00,Articulated_Truck_1,Fuel,Temparature,781.1
13376,01-08-2022 21:10,Excavator_1,Engine,Oil Pressure,63.16
13377,01-08-2022 21:20,Dozer_1,Misc,Hydraulic Pump Rate,310.65
13378,01-08-2022 21:30,Articulated_Truck_1,Fuel,Temparature,598.82
13379,01-08-2022 21:40,Backhoe_Loader_1,Drive,Transmission Pressure,1344.37
13380,01-08-2022 21:50,Articulated_Truck_1,Drive,Pedal Sensor,15.27
13381,01-08-2022 22:00,Excavator_1,Misc,Exhaust Gas Temparature,861.45
13382,01-08-2022 22:10,Articulated_Truck_1,Drive,Transmission Pressure,1234.98
13383,01-08-2022 22:20,Dozer_1,Drive,Transmission Pressure,1711.52
13384,01-08-2022 22:30,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,387.94
13385,01-08-2022 22:40,Excavator_1,Misc,Air Filter Pressure,2.74
13386,01-08-2022 22:50,Articulated_Truck_1,Fuel,Water in Fuel,6418.07
13387,01-08-2022 23:00,Dozer_1,Fuel,Pressure,77.67
13388,01-08-2022 23:10,Backhoe_Loader_1,Drive,Brake Control,3.06
13389,01-08-2022 23:20,Dozer_1,Engine,Oil Pressure,50.79
13390,01-08-2022 23:30,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,118.29
13391,01-08-2022 23:40,Articulated_Truck_1,Misc,System Voltage,92.89
13392,01-08-2022 23:50,Dozer_1,Fuel,Level,0.32
13393,02-08-2022 00:00,Dozer_1,Misc,Exhaust Gas Temparature,1650.81
13394,02-08-2022 00:10,Articulated_Truck_1,Fuel,Pressure,189.43
13395,02-08-2022 00:20,Dozer_1,Engine,Temparature,272.06
13396,02-08-2022 00:30,Excavator_1,Misc,Hydraulic Pump Rate,99.73
13397,02-08-2022 00:40,Backhoe_Loader_1,Misc,System Voltage,57.75
13398,02-08-2022 00:50,Backhoe_Loader_1,Engine,Oil Pressure,45.05
13399,02-08-2022 01:00,Articulated_Truck_1,Misc,Exhaust Gas Temparature,1611.34
13400,02-08-2022 01:10,Dozer_1,Engine,Temparature,702.45
13401,02-08-2022 01:20,Dozer_1,Fuel,Level,4.33
13402,02-08-2022 01:30,Articulated_Truck_1,Drive,Brake Control,2.74
13403,02-08-2022 01:40,Articulated_Truck_1,Drive,Pedal Sensor,25.37
13404,02-08-2022 01:50,Articulated_Truck_1,Drive,Transmission Pressure,1833.08
13405,02-08-2022 02:00,Articulated_Truck_1,Misc,System Voltage,40.93
13406,02-08-2022 02:10,Excavator_1,Misc,Hydraulic Pump Rate,258.6
13407,02-08-2022 02:20,Backhoe_Loader_1,Engine,Speed,4841.83
13408,02-08-2022 02:30,Dozer_1,Drive,Pedal Sensor,4.18
13409,02-08-2022 02:40,Excavator_1,Misc,Exhaust Gas Temparature,1505.46
13410,02-08-2022 02:50,Excavator_1,Misc,System Voltage,39.71
13411,02-08-2022 03:00,Articulated_Truck_1,Fuel,Water in Fuel,1262.93
13412,02-08-2022 03:10,Backhoe_Loader_1,Fuel,Temparature,383.65
13413,02-08-2022 03:20,Dozer_1,Fuel,Water in Fuel,1886.02
13414,02-08-2022 03:30,Excavator_1,Drive,Transmission Pressure,1972.65
13415,02-08-2022 03:40,Articulated_Truck_1,Fuel,Level,2.9
13416,02-08-2022 03:50,Dozer_1,Engine,Temparature,795.87
13417,02-08-2022 04:00,Articulated_Truck_1,Drive,Pedal Sensor,15.68
13418,02-08-2022 04:10,Backhoe_Loader_1,Engine,Speed,5185.59
13419,02-08-2022 04:20,Articulated_Truck_1,Engine,Oil Pressure,146.1
13420,02-08-2022 04:30,Dozer_1,Misc,Air Filter Pressure,13.94
13421,02-08-2022 04:40,Backhoe_Loader_1,Engine,Speed,6246.42
13422,02-08-2022 04:50,Articulated_Truck_1,Fuel,Temparature,724.14
13423,02-08-2022 05:00,Articulated_Truck_1,Drive,Pedal Sensor,8.0
13424,02-08-2022 05:10,Articulated_Truck_1,Fuel,Water in Fuel,3.9
13425,02-08-2022 05:20,Dozer_1,Misc,Exhaust Gas Temparature,1630.36
13426,02-08-2022 05:30,Articulated_Truck_1,Engine,Temparature,135.14
13427,02-08-2022 05:40,Backhoe_Loader_1,Fuel,Water in Fuel,5061.58
13428,02-08-2022 05:50,Articulated_Truck_1,Drive,Transmission Pressure,633.71
13429,02-08-2022 06:00,Excavator_1,Engine,Speed,5762.57
13430,02-08-2022 06:10,Articulated_Truck_1,Fuel,Water in Fuel,5043.05
13431,02-08-2022 06:20,Articulated_Truck_1,Engine,Speed,5183.62
13432,02-08-2022 06:30,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,383.01
13433,02-08-2022 06:40,Excavator_1,Misc,Exhaust Gas Temparature,840.09
13434,02-08-2022 06:50,Articulated_Truck_1,Engine,Oil Pressure,88.55
13435,02-08-2022 07:00,Articulated_Truck_1,Engine,Oil Pressure,45.53
13436,02-08-2022 07:10,Excavator_1,Drive,Pedal Sensor,23.52
13437,02-08-2022 07:20,Backhoe_Loader_1,Fuel,Level,0.45
13438,02-08-2022 07:30,Articulated_Truck_1,Fuel,Pressure,97.29
13439,02-08-2022 07:40,Dozer_1,Misc,Hydraulic Pump Rate,220.21
13440,02-08-2022 07:50,Excavator_1,Misc,Hydraulic Pump Rate,124.45
13441,02-08-2022 08:00,Excavator_1,Drive,Pedal Sensor,28.07
13442,02-08-2022 08:10,Articulated_Truck_1,Fuel,Water in Fuel,6984.74
13443,02-08-2022 08:20,Backhoe_Loader_1,Engine,Speed,2043.08
13444,02-08-2022 08:30,Articulated_Truck_1,Drive,Transmission Pressure,1015.75
13445,02-08-2022 08:40,Articulated_Truck_1,Drive,Brake Control,0.43
13446,02-08-2022 08:50,Dozer_1,Fuel,Level,2.48
13447,02-08-2022 09:00,Dozer_1,Fuel,Level,0.75
13448,02-08-2022 09:10,Excavator_1,Misc,Exhaust Gas Temparature,545.28
13449,02-08-2022 09:20,Articulated_Truck_1,Drive,Pedal Sensor,5.84
13450,02-08-2022 09:30,Articulated_Truck_1,Misc,Exhaust Gas Temparature,1083.03
13451,02-08-2022 09:40,Articulated_Truck_1,Engine,Speed,4922.73
13452,02-08-2022 09:50,Dozer_1,Drive,Transmission Pressure,883.22
13453,02-08-2022 10:00,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,132.52
13454,02-08-2022 10:10,Articulated_Truck_1,Drive,Transmission Pressure,1353.1
13455,02-08-2022 10:20,Backhoe_Loader_1,Drive,Pedal Sensor,10.0
13456,02-08-2022 10:30,Articulated_Truck_1,Fuel,Water in Fuel,729.33
13457,02-08-2022 10:40,Dozer_1,Engine,Oil Pressure,79.06
13458,02-08-2022 10:50,Dozer_1,Fuel,Level,4.52
13459,02-08-2022 11:00,Articulated_Truck_1,Fuel,Temparature,362.17
13460,02-08-2022 11:10,Dozer_1,Drive,Pedal Sensor,27.87
13461,02-08-2022 11:20,Dozer_1,Engine,Temparature,89.78
13462,02-08-2022 11:30,Articulated_Truck_1,Misc,Air Filter Pressure,32.25
13463,02-08-2022 11:40,Backhoe_Loader_1,Fuel,Temparature,324.82
13464,02-08-2022 11:50,Articulated_Truck_1,Engine,Temparature,83.08
13465,02-08-2022 12:00,Articulated_Truck_1,Engine,Speed,2294.33
13466,02-08-2022 12:10,Articulated_Truck_1,Engine,Temparature,399.64
13467,02-08-2022 12:20,Backhoe_Loader_1,Drive,Transmission Pressure,1696.18
13468,02-08-2022 12:30,Excavator_1,Drive,Brake Control,0.01
13469,02-08-2022 12:40,Articulated_Truck_1,Drive,Brake Control,3.64
13470,02-08-2022 12:50,Excavator_1,Misc,Exhaust Gas Temparature,1838.75
13471,02-08-2022 13:00,Excavator_1,Drive,Transmission Pressure,85.01
13472,02-08-2022 13:10,Excavator_1,Engine,Speed,6330.14
13473,02-08-2022 13:20,Excavator_1,Engine,Oil Pressure,118.43
13474,02-08-2022 13:30,Dozer_1,Engine,Oil Pressure,80.07
13475,02-08-2022 13:40,Dozer_1,Engine,Temparature,776.9
13476,02-08-2022 13:50,Dozer_1,Engine,Speed,3030.57
13477,02-08-2022 14:00,Dozer_1,Drive,Pedal Sensor,4.13
13478,02-08-2022 14:10,Excavator_1,Drive,Transmission Pressure,1657.8
13479,02-08-2022 14:20,Dozer_1,Drive,Brake Control,1.78
13480,02-08-2022 14:30,Articulated_Truck_1,Misc,Air Filter Pressure,35.0
13481,02-08-2022 14:40,Dozer_1,Fuel,Water in Fuel,75.36
13482,02-08-2022 14:50,Dozer_1,Misc,Exhaust Gas Temparature,1150.19
13483,02-08-2022 15:00,Articulated_Truck_1,Misc,System Voltage,10.04
13484,02-08-2022 15:10,Backhoe_Loader_1,Fuel,Water in Fuel,3846.37
13485,02-08-2022 15:20,Articulated_Truck_1,Misc,System Voltage,89.86
13486,02-08-2022 15:30,Articulated_Truck_1,Engine,Oil Pressure,107.42
13487,02-08-2022 15:40,Backhoe_Loader_1,Drive,Transmission Pressure,958.47
13488,02-08-2022 15:50,Articulated_Truck_1,Engine,Temparature,68.14
13489,02-08-2022 16:00,Excavator_1,Fuel,Pressure,55.34
13490,02-08-2022 16:10,Articulated_Truck_1,Drive,Brake Control,3.47
13491,02-08-2022 16:20,Backhoe_Loader_1,Drive,Brake Control,3.45
13492,02-08-2022 16:30,Backhoe_Loader_1,Fuel,Pressure,191.04
13493,02-08-2022 16:40,Excavator_1,Engine,Speed,5701.58
13494,02-08-2022 16:50,Articulated_Truck_1,Misc,Hydraulic Pump Rate,98.43
13495,02-08-2022 17:00,Dozer_1,Misc,System Voltage,10.27
13496,02-08-2022 17:10,Articulated_Truck_1,Fuel,Pressure,76.89
13497,02-08-2022 17:20,Dozer_1,Fuel,Water in Fuel,3014.76
13498,02-08-2022 17:30,Dozer_1,Misc,Exhaust Gas Temparature,1440.04
13499,02-08-2022 17:40,Articulated_Truck_1,Drive,Transmission Pressure,1302.57
13500,02-08-2022 17:50,Articulated_Truck_1,Drive,Brake Control,3.86
13501,02-08-2022 18:00,Excavator_1,Engine,Speed,1070.4
13502,02-08-2022 18:10,Dozer_1,Fuel,Temparature,352.63
13503,02-08-2022 18:20,Backhoe_Loader_1,Fuel,Temparature,350.1
13504,02-08-2022 18:30,Excavator_1,Drive,Brake Control,3.12
13505,02-08-2022 18:40,Excavator_1,Fuel,Pressure,6.26
13506,02-08-2022 18:50,Dozer_1,Drive,Transmission Pressure,1091.13
13507,02-08-2022 19:00,Excavator_1,Misc,Air Filter Pressure,20.25
13508,02-08-2022 19:10,Excavator_1,Fuel,Pressure,148.54
13509,02-08-2022 19:20,Dozer_1,Drive,Transmission Pressure,1887.44
13510,02-08-2022 19:30,Articulated_Truck_1,Fuel,Water in Fuel,1301.63
13511,02-08-2022 19:40,Backhoe_Loader_1,Drive,Transmission Pressure,347.56
13512,02-08-2022 19:50,Articulated_Truck_1,Misc,Air Filter Pressure,20.36
13513,02-08-2022 20:00,Excavator_1,Fuel,Water in Fuel,491.92
13514,02-08-2022 20:10,Excavator_1,Drive,Brake Control,1.34
13515,02-08-2022 20:20,Articulated_Truck_1,Misc,Exhaust Gas Temparature,1611.22
13516,02-08-2022 20:30,Backhoe_Loader_1,Engine,Oil Pressure,63.6
13517,02-08-2022 20:40,Backhoe_Loader_1,Engine,Speed,159.99
13518,02-08-2022 20:50,Excavator_1,Drive,Brake Control,2.43
13519,02-08-2022 21:00,Articulated_Truck_1,Fuel,Pressure,177.81
13520,02-08-2022 21:10,Dozer_1,Misc,System Voltage,86.8
13521,02-08-2022 21:20,Articulated_Truck_1,Fuel,Level,4.89
13522,02-08-2022 21:30,Dozer_1,Fuel,Pressure,197.23
13523,02-08-2022 21:40,Backhoe_Loader_1,Drive,Transmission Pressure,902.08
13524,02-08-2022 21:50,Articulated_Truck_1,Misc,System Voltage,16.27
13525,02-08-2022 22:00,Excavator_1,Drive,Transmission Pressure,1737.24
13526,02-08-2022 22:10,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,334.58
13527,02-08-2022 22:20,Dozer_1,Drive,Transmission Pressure,1943.38
13528,02-08-2022 22:30,Dozer_1,Fuel,Water in Fuel,3904.57
13529,02-08-2022 22:40,Dozer_1,Drive,Pedal Sensor,3.85
13530,02-08-2022 22:50,Excavator_1,Misc,Air Filter Pressure,29.41
13531,02-08-2022 23:00,Backhoe_Loader_1,Drive,Transmission Pressure,1220.52
13532,02-08-2022 23:10,Dozer_1,Misc,Exhaust Gas Temparature,1023.45
13533,02-08-2022 23:20,Excavator_1,Drive,Brake Control,0.49
13534,02-08-2022 23:30,Excavator_1,Drive,Brake Control,0.13
13535,02-08-2022 23:40,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,190.73
13536,02-08-2022 23:50,Excavator_1,Engine,Temparature,324.71
13537,03-08-2022 00:00,Articulated_Truck_1,Engine,Oil Pressure,119.03
13538,03-08-2022 00:10,Dozer_1,Drive,Pedal Sensor,2.84
13539,03-08-2022 00:20,Articulated_Truck_1,Drive,Pedal Sensor,19.59
13540,03-08-2022 00:30,Backhoe_Loader_1,Drive,Transmission Pressure,521.63
13541,03-08-2022 00:40,Excavator_1,Engine,Oil Pressure,118.94
13542,03-08-2022 00:50,Dozer_1,Drive,Transmission Pressure,799.68
13543,03-08-2022 01:00,Excavator_1,Misc,System Voltage,64.26
13544,03-08-2022 01:10,Excavator_1,Engine,Speed,97.59
13545,03-08-2022 01:20,Excavator_1,Misc,System Voltage,52.36
13546,03-08-2022 01:30,Articulated_Truck_1,Fuel,Level,0.97
13547,03-08-2022 01:40,Excavator_1,Fuel,Pressure,108.87
13548,03-08-2022 01:50,Backhoe_Loader_1,Fuel,Pressure,198.38
13549,03-08-2022 02:00,Backhoe_Loader_1,Misc,Air Filter Pressure,4.79
13550,03-08-2022 02:10,Backhoe_Loader_1,Engine,Oil Pressure,8.56
13551,03-08-2022 02:20,Excavator_1,Drive,Brake Control,3.38
13552,03-08-2022 02:30,Articulated_Truck_1,Misc,Exhaust Gas Temparature,837.75
13553,03-08-2022 02:40,Dozer_1,Fuel,Level,3.09
13554,03-08-2022 02:50,Dozer_1,Misc,System Voltage,64.42
13555,03-08-2022 03:00,Excavator_1,Misc,Hydraulic Pump Rate,303.5
13556,03-08-2022 03:10,Dozer_1,Fuel,Water in Fuel,6516.01
13557,03-08-2022 03:20,Backhoe_Loader_1,Engine,Speed,5291.33
13558,03-08-2022 03:30,Dozer_1,Engine,Temparature,605.85
13559,03-08-2022 03:40,Excavator_1,Engine,Oil Pressure,84.15
13560,03-08-2022 03:50,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,1322.43
13561,03-08-2022 04:00,Articulated_Truck_1,Engine,Oil Pressure,144.35
13562,03-08-2022 04:10,Backhoe_Loader_1,Fuel,Level,0.76
13563,03-08-2022 04:20,Backhoe_Loader_1,Drive,Brake Control,2.18
13564,03-08-2022 04:30,Dozer_1,Engine,Oil Pressure,97.6
13565,03-08-2022 04:40,Articulated_Truck_1,Engine,Temparature,479.54
13566,03-08-2022 04:50,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,1609.07
13567,03-08-2022 05:00,Excavator_1,Misc,System Voltage,25.08
13568,03-08-2022 05:10,Excavator_1,Drive,Pedal Sensor,16.79
13569,03-08-2022 05:20,Dozer_1,Fuel,Temparature,473.16
13570,03-08-2022 05:30,Backhoe_Loader_1,Fuel,Temparature,709.38
13571,03-08-2022 05:40,Backhoe_Loader_1,Engine,Speed,267.15
13572,03-08-2022 05:50,Articulated_Truck_1,Misc,Hydraulic Pump Rate,212.84
13573,03-08-2022 06:00,Dozer_1,Engine,Speed,3968.3
13574,03-08-2022 06:10,Dozer_1,Fuel,Level,4.08
13575,03-08-2022 06:20,Dozer_1,Engine,Oil Pressure,88.65
13576,03-08-2022 06:30,Articulated_Truck_1,Misc,Hydraulic Pump Rate,307.31
13577,03-08-2022 06:40,Excavator_1,Fuel,Pressure,55.49
13578,03-08-2022 06:50,Excavator_1,Drive,Pedal Sensor,23.66
13579,03-08-2022 07:00,Excavator_1,Misc,Hydraulic Pump Rate,206.78
13580,03-08-2022 07:10,Articulated_Truck_1,Engine,Speed,4822.35
13581,03-08-2022 07:20,Excavator_1,Misc,System Voltage,65.77
13582,03-08-2022 07:30,Excavator_1,Drive,Brake Control,2.42
13583,03-08-2022 07:40,Dozer_1,Engine,Temparature,220.52
13584,03-08-2022 07:50,Articulated_Truck_1,Fuel,Pressure,50.46
13585,03-08-2022 08:00,Dozer_1,Drive,Transmission Pressure,1125.08
13586,03-08-2022 08:10,Dozer_1,Drive,Pedal Sensor,1.9
13587,03-08-2022 08:20,Backhoe_Loader_1,Drive,Transmission Pressure,649.87
13588,03-08-2022 08:30,Backhoe_Loader_1,Drive,Pedal Sensor,2.2
13589,03-08-2022 08:40,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,234.72
13590,03-08-2022 08:50,Articulated_Truck_1,Misc,Exhaust Gas Temparature,1706.34
13591,03-08-2022 09:00,Excavator_1,Misc,Exhaust Gas Temparature,1005.18
13592,03-08-2022 09:10,Dozer_1,Fuel,Pressure,102.12
13593,03-08-2022 09:20,Excavator_1,Engine,Speed,5030.77
13594,03-08-2022 09:30,Excavator_1,Drive,Transmission Pressure,1710.68
13595,03-08-2022 09:40,Dozer_1,Fuel,Level,4.28
13596,03-08-2022 09:50,Dozer_1,Fuel,Level,2.14
13597,03-08-2022 10:00,Backhoe_Loader_1,Engine,Temparature,386.36
13598,03-08-2022 10:10,Articulated_Truck_1,Fuel,Level,3.99
13599,03-08-2022 10:20,Dozer_1,Misc,System Voltage,85.52
13600,03-08-2022 10:30,Dozer_1,Misc,Exhaust Gas Temparature,1447.51
13601,03-08-2022 10:40,Dozer_1,Fuel,Water in Fuel,3788.33
13602,03-08-2022 10:50,Articulated_Truck_1,Drive,Pedal Sensor,16.77
13603,03-08-2022 11:00,Dozer_1,Misc,System Voltage,44.41
13604,03-08-2022 11:10,Dozer_1,Fuel,Temparature,431.93
13605,03-08-2022 11:20,Dozer_1,Fuel,Water in Fuel,2626.5
13606,03-08-2022 11:30,Dozer_1,Fuel,Water in Fuel,6188.39
13607,03-08-2022 11:40,Backhoe_Loader_1,Misc,Air Filter Pressure,9.47
13608,03-08-2022 11:50,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,426.76
13609,03-08-2022 12:00,Dozer_1,Misc,Exhaust Gas Temparature,896.1
13610,03-08-2022 12:10,Backhoe_Loader_1,Drive,Transmission Pressure,890.15
13611,03-08-2022 12:20,Dozer_1,Fuel,Pressure,63.77
13612,03-08-2022 12:30,Dozer_1,Fuel,Temparature,722.45
13613,03-08-2022 12:40,Articulated_Truck_1,Misc,Air Filter Pressure,8.21
13614,03-08-2022 12:50,Dozer_1,Fuel,Level,4.11
13615,03-08-2022 13:00,Excavator_1,Drive,Pedal Sensor,21.94
13616,03-08-2022 13:10,Articulated_Truck_1,Misc,Exhaust Gas Temparature,899.53
13617,03-08-2022 13:20,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,1779.4
13618,03-08-2022 13:30,Dozer_1,Engine,Oil Pressure,88.6
13619,03-08-2022 13:40,Backhoe_Loader_1,Misc,Air Filter Pressure,16.51
13620,03-08-2022 13:50,Excavator_1,Misc,Air Filter Pressure,30.02
13621,03-08-2022 14:00,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,409.54
13622,03-08-2022 14:10,Excavator_1,Engine,Temparature,463.4
13623,03-08-2022 14:20,Excavator_1,Fuel,Level,2.06
13624,03-08-2022 14:30,Dozer_1,Engine,Oil Pressure,136.88
13625,03-08-2022 14:40,Articulated_Truck_1,Drive,Pedal Sensor,4.65
13626,03-08-2022 14:50,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,281.82
13627,03-08-2022 15:00,Dozer_1,Fuel,Level,2.95
13628,03-08-2022 15:10,Excavator_1,Misc,System Voltage,82.81
13629,03-08-2022 15:20,Excavator_1,Drive,Brake Control,1.14
13630,03-08-2022 15:30,Dozer_1,Engine,Temparature,557.08
13631,03-08-2022 15:40,Backhoe_Loader_1,Misc,Air Filter Pressure,25.42
13632,03-08-2022 15:50,Articulated_Truck_1,Misc,Exhaust Gas Temparature,1470.91
13633,03-08-2022 16:00,Dozer_1,Drive,Pedal Sensor,11.05
13634,03-08-2022 16:10,Backhoe_Loader_1,Drive,Transmission Pressure,144.2
13635,03-08-2022 16:20,Dozer_1,Drive,Transmission Pressure,1252.82
13636,03-08-2022 16:30,Excavator_1,Drive,Brake Control,2.1
13637,03-08-2022 16:40,Dozer_1,Engine,Oil Pressure,81.77
13638,03-08-2022 16:50,Backhoe_Loader_1,Misc,System Voltage,88.22
13639,03-08-2022 17:00,Dozer_1,Fuel,Water in Fuel,6816.06
13640,03-08-2022 17:10,Backhoe_Loader_1,Engine,Oil Pressure,146.21
13641,03-08-2022 17:20,Articulated_Truck_1,Fuel,Water in Fuel,1986.19
13642,03-08-2022 17:30,Backhoe_Loader_1,Engine,Speed,2556.79
13643,03-08-2022 17:40,Excavator_1,Drive,Brake Control,2.28
13644,03-08-2022 17:50,Excavator_1,Drive,Pedal Sensor,10.2
13645,03-08-2022 18:00,Dozer_1,Engine,Speed,5810.38
13646,03-08-2022 18:10,Backhoe_Loader_1,Misc,System Voltage,47.79
13647,03-08-2022 18:20,Backhoe_Loader_1,Fuel,Pressure,178.71
13648,03-08-2022 18:30,Backhoe_Loader_1,Engine,Oil Pressure,110.58
13649,03-08-2022 18:40,Excavator_1,Fuel,Temparature,426.11
13650,03-08-2022 18:50,Excavator_1,Engine,Speed,217.64
13651,03-08-2022 19:00,Excavator_1,Drive,Transmission Pressure,1419.61
13652,03-08-2022 19:10,Excavator_1,Drive,Brake Control,2.47
13653,03-08-2022 19:20,Excavator_1,Engine,Temparature,375.11
13654,03-08-2022 19:30,Backhoe_Loader_1,Drive,Transmission Pressure,1747.38
13655,03-08-2022 19:40,Excavator_1,Drive,Pedal Sensor,20.88
13656,03-08-2022 19:50,Excavator_1,Drive,Pedal Sensor,23.01
13657,03-08-2022 20:00,Backhoe_Loader_1,Fuel,Pressure,103.1
13658,03-08-2022 20:10,Articulated_Truck_1,Fuel,Water in Fuel,653.92
13659,03-08-2022 20:20,Articulated_Truck_1,Misc,Air Filter Pressure,21.06
13660,03-08-2022 20:30,Backhoe_Loader_1,Drive,Pedal Sensor,15.65
13661,03-08-2022 20:40,Backhoe_Loader_1,Engine,Speed,3280.75
13662,03-08-2022 20:50,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,1332.74
13663,03-08-2022 21:00,Articulated_Truck_1,Fuel,Temparature,551.25
13664,03-08-2022 21:10,Articulated_Truck_1,Drive,Pedal Sensor,16.69
13665,03-08-2022 21:20,Dozer_1,Misc,Exhaust Gas Temparature,1689.54
13666,03-08-2022 21:30,Dozer_1,Drive,Brake Control,0.17
13667,03-08-2022 21:40,Backhoe_Loader_1,Engine,Temparature,545.54
13668,03-08-2022 21:50,Excavator_1,Misc,Exhaust Gas Temparature,192.64
13669,03-08-2022 22:00,Excavator_1,Misc,Exhaust Gas Temparature,1400.98
13670,03-08-2022 22:10,Excavator_1,Misc,Exhaust Gas Temparature,1425.24
13671,03-08-2022 22:20,Articulated_Truck_1,Engine,Speed,758.69
13672,03-08-2022 22:30,Articulated_Truck_1,Misc,Hydraulic Pump Rate,122.42
13673,03-08-2022 22:40,Articulated_Truck_1,Fuel,Pressure,39.32
13674,03-08-2022 22:50,Articulated_Truck_1,Engine,Oil Pressure,81.54
13675,03-08-2022 23:00,Backhoe_Loader_1,Fuel,Temparature,673.21
13676,03-08-2022 23:10,Backhoe_Loader_1,Misc,System Voltage,32.44
13677,03-08-2022 23:20,Excavator_1,Fuel,Level,4.93
13678,03-08-2022 23:30,Articulated_Truck_1,Drive,Brake Control,2.86
13679,03-08-2022 23:40,Excavator_1,Misc,Exhaust Gas Temparature,940.1
13680,03-08-2022 23:50,Excavator_1,Drive,Transmission Pressure,678.74
13681,04-08-2022 00:00,Articulated_Truck_1,Misc,Air Filter Pressure,23.28
13682,04-08-2022 00:10,Articulated_Truck_1,Drive,Pedal Sensor,14.14
13683,04-08-2022 00:20,Articulated_Truck_1,Fuel,Level,3.07
13684,04-08-2022 00:30,Articulated_Truck_1,Fuel,Temparature,698.85
13685,04-08-2022 00:40,Articulated_Truck_1,Drive,Transmission Pressure,494.64
13686,04-08-2022 00:50,Dozer_1,Engine,Temparature,228.51
13687,04-08-2022 01:00,Articulated_Truck_1,Drive,Brake Control,3.92
13688,04-08-2022 01:10,Excavator_1,Drive,Pedal Sensor,2.48
13689,04-08-2022 01:20,Excavator_1,Fuel,Level,4.09
13690,04-08-2022 01:30,Backhoe_Loader_1,Drive,Transmission Pressure,1293.83
13691,04-08-2022 01:40,Excavator_1,Misc,Air Filter Pressure,7.09
13692,04-08-2022 01:50,Articulated_Truck_1,Engine,Speed,3534.93
13693,04-08-2022 02:00,Dozer_1,Engine,Speed,3690.63
13694,04-08-2022 02:10,Articulated_Truck_1,Engine,Speed,1492.0
13695,04-08-2022 02:20,Excavator_1,Engine,Temparature,762.16
13696,04-08-2022 02:30,Excavator_1,Engine,Speed,2340.15
13697,04-08-2022 02:40,Excavator_1,Fuel,Temparature,683.97
13698,04-08-2022 02:50,Dozer_1,Misc,Air Filter Pressure,3.25
13699,04-08-2022 03:00,Excavator_1,Drive,Brake Control,0.6
