Id,Time,Machine,Component,Parameter,Value
725,06-05-2022 00:40,Dozer_1,Drive,Pedal Sensor,14.82
726,06-05-2022 00:50,Dozer_1,Misc,Air Filter Pressure,14.86
727,06-05-2022 01:00,Excavator_1,Misc,System Voltage,73.44
728,06-05-2022 01:10,Backhoe_Loader_1,Fuel,Water in Fuel,1313.75
729,06-05-2022 01:20,Dozer_1,Engine,Speed,1668.52
730,06-05-2022 01:30,Dozer_1,Fuel,Fuel Pressure,101.79
731,06-05-2022 01:40,Articulated_Truck_1,Misc,System Voltage,84.71
732,06-05-2022 01:50,Articulated_Truck_1,Fuel,Temparature,294.83
733,06-05-2022 02:00,Dozer_1,Fuel,Fuel Pressure,19.63
734,06-05-2022 02:10,Excavator_1,Engine,Speed,4774.97
735,06-05-2022 02:20,Excavator_1,Fuel,Water in Fuel,3466.15
736,06-05-2022 02:30,Dozer_1,Engine,Oil Pressure,115.95
737,06-05-2022 02:40,Dozer_1,Engine,Temparature,452.02
738,06-05-2022 02:50,Articulated_Truck_1,Misc,Exhaust Gas Temparature,1160.84
739,06-05-2022 03:00,Excavator_1,Misc,Exhaust Gas Temparature,1309.46
740,06-05-2022 03:10,Dozer_1,Fuel,Temparature,444.12
741,06-05-2022 03:20,Excavator_1,Engine,Oil Pressure,131.77
742,06-05-2022 03:30,Excavator_1,Fuel,Water in Fuel,1056.75
743,06-05-2022 03:40,Dozer_1,Engine,Speed,2166.93
744,06-05-2022 03:50,Articulated_Truck_1,Drive,Transmission Pressure,924.06
745,06-05-2022 04:00,Excavator_1,Misc,System Voltage,79.65
746,06-05-2022 04:10,Backhoe_Loader_1,Drive,Transmission Pressure,409.75
747,06-05-2022 04:20,Excavator_1,Misc,Air Filter Pressure,10.35
748,06-05-2022 04:30,Excavator_1,Drive,Brake Control,3.24
749,06-05-2022 04:40,Backhoe_Loader_1,Drive,Brake Control,2.08
750,06-05-2022 04:50,Articulated_Truck_1,Drive,Pedal Sensor,2.25
751,06-05-2022 05:00,Articulated_Truck_1,Engine,Temparature,384.58
752,06-05-2022 05:10,Dozer_1,Fuel,Fuel Pressure,115.28
753,06-05-2022 05:20,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,1478.98
754,06-05-2022 05:30,Backhoe_Loader_1,Fuel,Fuel Pressure,109.29
755,06-05-2022 05:40,Dozer_1,Engine,Oil Pressure,98.48
756,06-05-2022 05:50,Articulated_Truck_1,Engine,Oil Pressure,118.06
757,06-05-2022 06:00,Dozer_1,Fuel,Temparature,758.27
758,06-05-2022 06:10,Excavator_1,Engine,Speed,4176.32
759,06-05-2022 06:20,Backhoe_Loader_1,Engine,Oil Pressure,31.31
760,06-05-2022 06:30,Backhoe_Loader_1,Engine,Speed,5861.07
761,06-05-2022 06:40,Dozer_1,Misc,System Voltage,64.64
762,06-05-2022 06:50,Articulated_Truck_1,Fuel,Temparature,87.58
763,06-05-2022 07:00,Articulated_Truck_1,Fuel,Water in Fuel,559.77
764,06-05-2022 07:10,Excavator_1,Misc,System Voltage,91.53
765,06-05-2022 07:20,Articulated_Truck_1,Fuel,Fuel Level,2.67
766,06-05-2022 07:30,Backhoe_Loader_1,Fuel,Water in Fuel,4070.24
767,06-05-2022 07:40,Excavator_1,Drive,Brake Control,3.41
768,06-05-2022 07:50,Dozer_1,Drive,Pedal Sensor,29.19
769,06-05-2022 08:00,Dozer_1,Misc,Hydraulic Pump Rate,445.48
770,06-05-2022 08:10,Articulated_Truck_1,Misc,Air Filter Pressure,22.79
771,06-05-2022 08:20,Articulated_Truck_1,Misc,Hydraulic Pump Rate,399.93
772,06-05-2022 08:30,Excavator_1,Fuel,Fuel Pressure,62.34
773,06-05-2022 08:40,Dozer_1,Engine,Oil Pressure,23.62
774,06-05-2022 08:50,Excavator_1,Engine,Oil Pressure,41.69
775,06-05-2022 09:00,Dozer_1,Drive,Brake Control,0.31
776,06-05-2022 09:10,Articulated_Truck_1,Drive,Pedal Sensor,3.62
777,06-05-2022 09:20,Excavator_1,Drive,Pedal Sensor,5.6
778,06-05-2022 09:30,Backhoe_Loader_1,Fuel,Temparature,116.31
779,06-05-2022 09:40,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,979.55
780,06-05-2022 09:50,Articulated_Truck_1,Drive,Transmission Pressure,983.88
781,06-05-2022 10:00,Excavator_1,Engine,Temparature,181.45
782,06-05-2022 10:10,Backhoe_Loader_1,Fuel,Fuel Pressure,173.65
783,06-05-2022 10:20,Articulated_Truck_1,Fuel,Temparature,339.0
784,06-05-2022 10:30,Dozer_1,Misc,Exhaust Gas Temparature,1956.3
785,06-05-2022 10:40,Excavator_1,Engine,Temparature,661.7
786,06-05-2022 10:50,Backhoe_Loader_1,Drive,Brake Control,3.33
787,06-05-2022 11:00,Excavator_1,Drive,Brake Control,2.47
788,06-05-2022 11:10,Backhoe_Loader_1,Engine,Temparature,188.2
789,06-05-2022 11:20,Backhoe_Loader_1,Fuel,Fuel Pressure,92.72
790,06-05-2022 11:30,Backhoe_Loader_1,Drive,Pedal Sensor,29.6
791,06-05-2022 11:40,Articulated_Truck_1,Fuel,Water in Fuel,1004.32
792,06-05-2022 11:50,Articulated_Truck_1,Drive,Pedal Sensor,17.78
793,06-05-2022 12:00,Excavator_1,Fuel,Fuel Pressure,100.37
794,06-05-2022 12:10,Dozer_1,Misc,Exhaust Gas Temparature,532.44
795,06-05-2022 12:20,Dozer_1,Fuel,Temparature,539.2
796,06-05-2022 12:30,Articulated_Truck_1,Drive,Pedal Sensor,17.76
797,06-05-2022 12:40,Dozer_1,Engine,Speed,520.35
798,06-05-2022 12:50,Excavator_1,Fuel,Temparature,65.57
799,06-05-2022 13:00,Articulated_Truck_1,Engine,Oil Pressure,84.97
800,06-05-2022 13:10,Excavator_1,Engine,Temparature,190.55
801,06-05-2022 13:20,Excavator_1,Drive,Transmission Pressure,1960.21
802,06-05-2022 13:30,Excavator_1,Fuel,Temparature,138.92
803,06-05-2022 13:40,Articulated_Truck_1,Drive,Pedal Sensor,7.45
804,06-05-2022 13:50,Articulated_Truck_1,Drive,Pedal Sensor,23.26
805,06-05-2022 14:00,Articulated_Truck_1,Engine,Temparature,393.0
806,06-05-2022 14:10,Excavator_1,Drive,Pedal Sensor,2.86
807,06-05-2022 14:20,Dozer_1,Misc,Air Filter Pressure,26.4
808,06-05-2022 14:30,Dozer_1,Misc,Hydraulic Pump Rate,398.02
809,06-05-2022 14:40,Excavator_1,Drive,Pedal Sensor,0.24
810,06-05-2022 14:50,Articulated_Truck_1,Misc,Hydraulic Pump Rate,213.69
811,06-05-2022 15:00,Articulated_Truck_1,Drive,Transmission Pressure,1579.32
812,06-05-2022 15:10,Dozer_1,Misc,Exhaust Gas Temparature,1758.79
813,06-05-2022 15:20,Dozer_1,Drive,Transmission Pressure,622.88
814,06-05-2022 15:30,Articulated_Truck_1,Drive,Transmission Pressure,1812.7
815,06-05-2022 15:40,Backhoe_Loader_1,Drive,Brake Control,2.57
816,06-05-2022 15:50,Excavator_1,Engine,Temparature,523.67
817,06-05-2022 16:00,Dozer_1,Fuel,Water in Fuel,550.74
818,06-05-2022 16:10,Articulated_Truck_1,Engine,Oil Pressure,140.34
819,06-05-2022 16:20,Excavator_1,Fuel,Fuel Pressure,91.59
820,06-05-2022 16:30,Backhoe_Loader_1,Fuel,Fuel Pressure,163.88
821,06-05-2022 16:40,Dozer_1,Engine,Speed,1491.55
822,06-05-2022 16:50,Excavator_1,Engine,Oil Pressure,77.41
823,06-05-2022 17:00,Dozer_1,Engine,Temparature,535.55
824,06-05-2022 17:10,Backhoe_Loader_1,Fuel,Temparature,472.46
825,06-05-2022 17:20,Articulated_Truck_1,Drive,Brake Control,3.08
826,06-05-2022 17:30,Excavator_1,Engine,Speed,477.35
827,06-05-2022 17:40,Dozer_1,Fuel,Fuel Level,2.03
828,06-05-2022 17:50,Articulated_Truck_1,Fuel,Fuel Level,1.34
829,06-05-2022 18:00,Dozer_1,Drive,Brake Control,2.85
830,06-05-2022 18:10,Articulated_Truck_1,Engine,Temparature,459.03
831,06-05-2022 18:20,Dozer_1,Fuel,Fuel Level,4.87
832,06-05-2022 18:30,Articulated_Truck_1,Engine,Speed,312.03
833,06-05-2022 18:40,Articulated_Truck_1,Drive,Transmission Pressure,832.06
834,06-05-2022 18:50,Articulated_Truck_1,Misc,Air Filter Pressure,8.5
835,06-05-2022 19:00,Excavator_1,Misc,Hydraulic Pump Rate,245.84
836,06-05-2022 19:10,Articulated_Truck_1,Engine,Temparature,171.95
837,06-05-2022 19:20,Excavator_1,Drive,Pedal Sensor,24.18
838,06-05-2022 19:30,Dozer_1,Engine,Temparature,515.16
839,06-05-2022 19:40,Articulated_Truck_1,Drive,Brake Control,2.89
840,06-05-2022 19:50,Excavator_1,Engine,Speed,4325.89
841,06-05-2022 20:00,Excavator_1,Fuel,Water in Fuel,3069.54
842,06-05-2022 20:10,Articulated_Truck_1,Misc,Hydraulic Pump Rate,225.2
843,06-05-2022 20:20,Dozer_1,Drive,Brake Control,0.53
844,06-05-2022 20:30,Articulated_Truck_1,Drive,Brake Control,1.59
845,06-05-2022 20:40,Excavator_1,Fuel,Fuel Pressure,183.9
846,06-05-2022 20:50,Articulated_Truck_1,Misc,System Voltage,47.63
847,06-05-2022 21:00,Excavator_1,Fuel,Water in Fuel,1983.49
848,06-05-2022 21:10,Dozer_1,Fuel,Fuel Level,3.62
849,06-05-2022 21:20,Articulated_Truck_1,Engine,Temparature,643.23
850,06-05-2022 21:30,Excavator_1,Misc,Exhaust Gas Temparature,167.27
851,06-05-2022 21:40,Articulated_Truck_1,Drive,Transmission Pressure,1753.63
852,06-05-2022 21:50,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,392.59
853,06-05-2022 22:00,Excavator_1,Drive,Brake Control,2.3
854,06-05-2022 22:10,Excavator_1,Engine,Temparature,331.65
855,06-05-2022 22:20,Excavator_1,Engine,Oil Pressure,65.14
856,06-05-2022 22:30,Excavator_1,Fuel,Fuel Pressure,38.0
857,06-05-2022 22:40,Articulated_Truck_1,Misc,System Voltage,16.75
858,06-05-2022 22:50,Articulated_Truck_1,Drive,Pedal Sensor,29.49
859,06-05-2022 23:00,Articulated_Truck_1,Drive,Transmission Pressure,1245.15
860,06-05-2022 23:10,Dozer_1,Engine,Oil Pressure,38.84
861,06-05-2022 23:20,Backhoe_Loader_1,Fuel,Water in Fuel,2403.43
862,06-05-2022 23:30,Backhoe_Loader_1,Fuel,Fuel Pressure,184.96
863,06-05-2022 23:40,Excavator_1,Fuel,Fuel Pressure,111.0
864,06-05-2022 23:50,Dozer_1,Misc,Exhaust Gas Temparature,937.74
865,07-05-2022 00:00,Backhoe_Loader_1,Misc,System Voltage,87.58
866,07-05-2022 00:10,Excavator_1,Engine,Speed,5641.27
867,07-05-2022 00:20,Articulated_Truck_1,Misc,Air Filter Pressure,2.5
868,07-05-2022 00:30,Backhoe_Loader_1,Drive,Pedal Sensor,9.34
869,07-05-2022 00:40,Articulated_Truck_1,Fuel,Fuel Pressure,194.24
870,07-05-2022 00:50,Dozer_1,Misc,System Voltage,53.15
871,07-05-2022 01:00,Backhoe_Loader_1,Drive,Brake Control,0.61
872,07-05-2022 01:10,Articulated_Truck_1,Fuel,Fuel Pressure,114.78
873,07-05-2022 01:20,Articulated_Truck_1,Fuel,Fuel Pressure,38.15
874,07-05-2022 01:30,Excavator_1,Fuel,Temparature,218.1
875,07-05-2022 01:40,Excavator_1,Fuel,Temparature,442.79
876,07-05-2022 01:50,Dozer_1,Drive,Transmission Pressure,1896.02
877,07-05-2022 02:00,Backhoe_Loader_1,Drive,Transmission Pressure,799.31
878,07-05-2022 02:10,Dozer_1,Engine,Temparature,149.12
879,07-05-2022 02:20,Excavator_1,Fuel,Temparature,82.76
880,07-05-2022 02:30,Articulated_Truck_1,Fuel,Temparature,465.02
881,07-05-2022 02:40,Articulated_Truck_1,Engine,Temparature,585.5
882,07-05-2022 02:50,Articulated_Truck_1,Fuel,Fuel Level,4.6
883,07-05-2022 03:00,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,360.85
884,07-05-2022 03:10,Articulated_Truck_1,Fuel,Temparature,562.95
885,07-05-2022 03:20,Excavator_1,Engine,Oil Pressure,100.02
886,07-05-2022 03:30,Excavator_1,Engine,Oil Pressure,77.42
887,07-05-2022 03:40,Backhoe_Loader_1,Drive,Brake Control,2.02
888,07-05-2022 03:50,Dozer_1,Fuel,Fuel Pressure,171.19
889,07-05-2022 04:00,Excavator_1,Engine,Temparature,407.21
890,07-05-2022 04:10,Articulated_Truck_1,Fuel,Fuel Pressure,48.96
891,07-05-2022 04:20,Articulated_Truck_1,Engine,Speed,2704.66
892,07-05-2022 04:30,Backhoe_Loader_1,Engine,Temparature,368.74
893,07-05-2022 04:40,Dozer_1,Drive,Transmission Pressure,435.32
894,07-05-2022 04:50,Dozer_1,Fuel,Temparature,456.13
895,07-05-2022 05:00,Excavator_1,Fuel,Fuel Pressure,156.72
896,07-05-2022 05:10,Dozer_1,Misc,Exhaust Gas Temparature,1387.65
897,07-05-2022 05:20,Dozer_1,Engine,Oil Pressure,32.36
898,07-05-2022 05:30,Excavator_1,Engine,Temparature,28.44
899,07-05-2022 05:40,Articulated_Truck_1,Engine,Speed,3127.03
900,07-05-2022 05:50,Articulated_Truck_1,Misc,Hydraulic Pump Rate,301.26
901,07-05-2022 06:00,Articulated_Truck_1,Engine,Oil Pressure,138.21
902,07-05-2022 06:10,Dozer_1,Fuel,Temparature,574.12
903,07-05-2022 06:20,Backhoe_Loader_1,Misc,Air Filter Pressure,29.76
904,07-05-2022 06:30,Articulated_Truck_1,Fuel,Fuel Pressure,101.61
905,07-05-2022 06:40,Articulated_Truck_1,Misc,Hydraulic Pump Rate,333.32
906,07-05-2022 06:50,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,69.06
907,07-05-2022 07:00,Articulated_Truck_1,Misc,Exhaust Gas Temparature,1603.69
908,07-05-2022 07:10,Dozer_1,Drive,Transmission Pressure,1262.83
909,07-05-2022 07:20,Excavator_1,Misc,System Voltage,71.94
910,07-05-2022 07:30,Dozer_1,Engine,Speed,1290.89
911,07-05-2022 07:40,Excavator_1,Engine,Temparature,508.86
912,07-05-2022 07:50,Dozer_1,Drive,Brake Control,0.63
913,07-05-2022 08:00,Excavator_1,Misc,Hydraulic Pump Rate,108.4
914,07-05-2022 08:10,Excavator_1,Engine,Speed,817.45
915,07-05-2022 08:20,Dozer_1,Engine,Oil Pressure,10.73
916,07-05-2022 08:30,Excavator_1,Fuel,Fuel Level,2.61
917,07-05-2022 08:40,Dozer_1,Drive,Brake Control,3.09
918,07-05-2022 08:50,Articulated_Truck_1,Fuel,Water in Fuel,845.94
919,07-05-2022 09:00,Excavator_1,Misc,Exhaust Gas Temparature,371.89
920,07-05-2022 09:10,Backhoe_Loader_1,Fuel,Fuel Pressure,30.13
921,07-05-2022 09:20,Articulated_Truck_1,Drive,Pedal Sensor,15.27
922,07-05-2022 09:30,Excavator_1,Fuel,Fuel Level,0.55
923,07-05-2022 09:40,Articulated_Truck_1,Drive,Transmission Pressure,1611.67
924,07-05-2022 09:50,Excavator_1,Drive,Pedal Sensor,28.14
925,07-05-2022 10:00,Backhoe_Loader_1,Fuel,Fuel Level,2.13
926,07-05-2022 10:10,Articulated_Truck_1,Drive,Transmission Pressure,1015.75
927,07-05-2022 10:20,Backhoe_Loader_1,Drive,Brake Control,2.7
928,07-05-2022 10:30,Articulated_Truck_1,Fuel,Fuel Level,3.19
929,07-05-2022 10:40,Articulated_Truck_1,Misc,Exhaust Gas Temparature,686.62
930,07-05-2022 10:50,Articulated_Truck_1,Fuel,Fuel Level,1.67
931,07-05-2022 11:00,Dozer_1,Fuel,Water in Fuel,1915.04
932,07-05-2022 11:10,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,69.94
933,07-05-2022 11:20,Excavator_1,Engine,Oil Pressure,101.69
934,07-05-2022 11:30,Dozer_1,Drive,Transmission Pressure,1724.32
935,07-05-2022 11:40,Articulated_Truck_1,Fuel,Water in Fuel,5514.96
936,07-05-2022 11:50,Articulated_Truck_1,Misc,Air Filter Pressure,1.55
937,07-05-2022 12:00,Dozer_1,Fuel,Fuel Level,4.15
938,07-05-2022 12:10,Articulated_Truck_1,Misc,System Voltage,76.99
939,07-05-2022 12:20,Articulated_Truck_1,Drive,Brake Control,0.13
940,07-05-2022 12:30,Articulated_Truck_1,Engine,Temparature,753.42
941,07-05-2022 12:40,Dozer_1,Drive,Brake Control,3.2
942,07-05-2022 12:50,Dozer_1,Misc,System Voltage,74.38
943,07-05-2022 13:00,Excavator_1,Fuel,Temparature,685.98
944,07-05-2022 13:10,Dozer_1,Fuel,Temparature,259.97
945,07-05-2022 13:20,Articulated_Truck_1,Engine,Speed,4305.76
946,07-05-2022 13:30,Articulated_Truck_1,Misc,Hydraulic Pump Rate,214.86
947,07-05-2022 13:40,Backhoe_Loader_1,Engine,Temparature,518.45
948,07-05-2022 13:50,Excavator_1,Engine,Speed,5418.1
949,07-05-2022 14:00,Excavator_1,Engine,Oil Pressure,118.46
950,07-05-2022 14:10,Dozer_1,Fuel,Temparature,465.48
951,07-05-2022 14:20,Dozer_1,Misc,System Voltage,52.35
952,07-05-2022 14:30,Excavator_1,Fuel,Fuel Pressure,12.63
953,07-05-2022 14:40,Dozer_1,Fuel,Fuel Pressure,81.39
954,07-05-2022 14:50,Backhoe_Loader_1,Fuel,Temparature,356.82
955,07-05-2022 15:00,Excavator_1,Fuel,Water in Fuel,6434.09
956,07-05-2022 15:10,Backhoe_Loader_1,Engine,Oil Pressure,129.28
957,07-05-2022 15:20,Backhoe_Loader_1,Engine,Oil Pressure,7.5
958,07-05-2022 15:30,Articulated_Truck_1,Engine,Speed,2781.89
959,07-05-2022 15:40,Dozer_1,Misc,Air Filter Pressure,13.65
960,07-05-2022 15:50,Excavator_1,Engine,Temparature,665.71
961,07-05-2022 16:00,Articulated_Truck_1,Fuel,Temparature,410.54
962,07-05-2022 16:10,Articulated_Truck_1,Drive,Transmission Pressure,1248.32
963,07-05-2022 16:20,Articulated_Truck_1,Fuel,Fuel Level,4.15
964,07-05-2022 16:30,Backhoe_Loader_1,Engine,Temparature,509.2
965,07-05-2022 16:40,Backhoe_Loader_1,Misc,System Voltage,53.06
966,07-05-2022 16:50,Backhoe_Loader_1,Engine,Speed,1013.13
967,07-05-2022 17:00,Excavator_1,Drive,Brake Control,2.85
968,07-05-2022 17:10,Articulated_Truck_1,Drive,Transmission Pressure,1459.25
969,07-05-2022 17:20,Backhoe_Loader_1,Engine,Oil Pressure,35.36
970,07-05-2022 17:30,Dozer_1,Engine,Speed,6253.6
971,07-05-2022 17:40,Backhoe_Loader_1,Misc,System Voltage,21.35
972,07-05-2022 17:50,Articulated_Truck_1,Fuel,Fuel Level,2.39
973,07-05-2022 18:00,Dozer_1,Drive,Transmission Pressure,723.64
974,07-05-2022 18:10,Excavator_1,Drive,Transmission Pressure,1392.36
975,07-05-2022 18:20,Dozer_1,Engine,Temparature,536.81
976,07-05-2022 18:30,Excavator_1,Misc,Hydraulic Pump Rate,380.74
977,07-05-2022 18:40,Backhoe_Loader_1,Fuel,Water in Fuel,6336.68
978,07-05-2022 18:50,Articulated_Truck_1,Drive,Pedal Sensor,17.7
979,07-05-2022 19:00,Backhoe_Loader_1,Engine,Temparature,353.25
980,07-05-2022 19:10,Articulated_Truck_1,Engine,Speed,5998.43
981,07-05-2022 19:20,Dozer_1,Fuel,Fuel Pressure,61.08
982,07-05-2022 19:30,Articulated_Truck_1,Misc,Hydraulic Pump Rate,118.97
983,07-05-2022 19:40,Backhoe_Loader_1,Engine,Temparature,752.38
984,07-05-2022 19:50,Articulated_Truck_1,Fuel,Fuel Pressure,172.96
985,07-05-2022 20:00,Backhoe_Loader_1,Misc,Air Filter Pressure,8.03
986,07-05-2022 20:10,Excavator_1,Misc,System Voltage,14.12
987,07-05-2022 20:20,Backhoe_Loader_1,Fuel,Fuel Level,0.96
988,07-05-2022 20:30,Dozer_1,Misc,Hydraulic Pump Rate,255.25
989,07-05-2022 20:40,Backhoe_Loader_1,Misc,System Voltage,8.22
990,07-05-2022 20:50,Backhoe_Loader_1,Fuel,Fuel Pressure,135.24
991,07-05-2022 21:00,Dozer_1,Misc,Exhaust Gas Temparature,875.41
992,07-05-2022 21:10,Dozer_1,Misc,System Voltage,70.9
993,07-05-2022 21:20,Excavator_1,Engine,Temparature,409.9
994,07-05-2022 21:30,Articulated_Truck_1,Misc,System Voltage,86.96
995,07-05-2022 21:40,Excavator_1,Engine,Oil Pressure,81.71
996,07-05-2022 21:50,Articulated_Truck_1,Engine,Speed,1668.6
997,07-05-2022 22:00,Backhoe_Loader_1,Misc,Air Filter Pressure,21.55
998,07-05-2022 22:10,Articulated_Truck_1,Fuel,Fuel Pressure,80.84
999,07-05-2022 22:20,Excavator_1,Engine,Temparature,470.94
1000,07-05-2022 22:30,Articulated_Truck_1,Engine,Temparature,551.79
